name,name_ga,county,lat,lon,type
Cornelscourt,Cúirt Choirnéil,Dublin,53.2689117,-6.1664572,village
Ballagh,,Tipperary,52.5903264,-7.985157,hamlet
Crawfordsburn,,Down,54.658431,-5.727932,village
Helen's Bay,,Down,54.6727763,-5.7453327,village
Portballintrae,Port Bhaile an Trá,,55.2150678,-6.5443609,village
Greysteel,Glas-stiall,,55.0301747,-7.1201801,village
Fossa,An Fosadh,,52.0709262,-9.5787274,hamlet
Crossnacreevy,,,54.5551766,-5.8485065,hamlet
Islandmagee,,,54.7783413,-5.7084204,village
Kealkill,An Chaolchoill,,51.7494723,-9.3828771,village
Carradale,,,55.5897841,-5.470367,village
Glenmalure,,,52.9576993,-6.3539662,village
Newdublin,,,53.8057317,-9.2277253,hamlet
Ballinlough,Baile an Locha,,53.7417773,-8.6345581,village
Castletroy,,Limerick,52.6654318,-8.5712428,suburb
Killeshin,Cill Uisean,,52.8490299,-6.9938912,village
Kentstown,,,53.6271968,-6.5327937,village
Kilanerin,,,52.7309702,-6.2878066,village
Cappavilla,,,52.6809084,-8.5672925,hamlet
Quigley's Point,Rinn Uí Choigligh,,55.1245741,-7.1952899,village
Ballylumford,Baile an Longfoirt,,54.8474402,-5.7888778,village
Whitehouse,,,54.6529151,-5.9158912,suburb
Ballygowan,Baile Mhic Gabhann,,54.5018813,-5.7918013,village
Fintona,Fionntamhnach,,54.4969713,-7.319246,village
Carryduff,Ceathrú Aodha Dhuibh,,54.5184788,-5.8874586,town
Ballyeaston,Baile Uistín,,54.7717853,-5.9970822,village
Rostrevor,Ros Treabhair,,54.100725,-6.2004264,village
Armoy,,,55.1313382,-6.326702,village
Castlerock,Carraig Ceasail,,55.16482,-6.7884142,village
Kircubbin,,,54.4870904,-5.53201,village
Dervock,Dearbhóg,,55.1233432,-6.4684721,village
Portavogie,Port an Bhogaigh,,54.4612678,-5.4433576,village
Kilskeery,Cill Scíre,,54.4423387,-7.5388052,village
Kirkistown,,,54.4500864,-5.4861117,hamlet
Greyabbey,Mainistir Liath,,54.5362024,-5.5604594,village
Dundonald,Dún Dónaill,,54.5947412,-5.8105342,town
Maghery,An Machaire,,54.5117941,-6.57269,village
Benburb,An Bhinn Bhorb,,54.4124034,-6.7436419,village
Balnamore,Béal an Átha Móir,,55.0660456,-6.5618833,village
Newtownhamilton,,,54.1909481,-6.5762623,village
Carland,Domhnach Carr,,54.533333,-6.783333,village
Kilkeel,Cill Chaoil,,54.0626664,-6.0059949,town
Fivemiletown,Baile na Lorgan,,54.3784847,-7.3153578,village
Rathfriland,Ráth Fraoileann,,54.2381785,-6.1603136,town
Caledon,Cionn Aird,,54.3509691,-6.8377547,village
Kinawley,Cill Náile,,54.2263444,-7.6477195,village
Finaghy,,,54.555559,-5.9798357,suburb
Meigh,An Mhaigh,,54.1222379,-6.3891182,village
Loughbrickland,,,54.3161717,-6.304167,village
Antrim,Aontroim,,54.715139,-6.2192038,town
Moy,An Mhaigh,,54.4467386,-6.6911155,village
Kilclief,Cill Chléithe,,54.3352856,-5.5450016,hamlet
Ederney,Eadarnaidh,,54.5326002,-7.6587105,village
Ballybogey,,,55.1302424,-6.55764,village
Clough,,,54.2907175,-5.8383498,village
Richhill,Log a' Choire,,54.3710151,-6.5487914,village
Kilrea,,,54.950167,-6.5564648,village
Scarva,,,54.3310661,-6.3739204,hamlet
Newbuildings,,,54.959093,-7.3587103,village
Artigarvan,,,54.8559044,-7.4079831,village
Carrowdore,,,54.5761845,-5.5536121,village
Glasdrumman,,,54.1299791,-5.8970225,hamlet
Ballinamallard,Béal Átha na Mallacht,,54.4228702,-7.5950403,village
Gilnahirk,Éadan Ghiolla na hAdhairce,,54.5839687,-5.8427049,suburb
Derry/Londonderry,Doire,,54.9978678,-7.3213056,city
Greenisland,Inis Glas,,54.7000898,-5.8724792,village
Ballintoy,Baile an Tuaighe,Antrim,55.2367811,-6.3593257,village
Gracehill,Baile Uí Chinneide,,54.853851,-6.3271822,village
Strabane,An Srath Bán,,54.826115,-7.4627993,town
Kesh,an Cheis,,54.5233599,-7.7225138,village
Cushendall,Bun Abhann Dalla,,55.080819,-6.0640644,village
Crossmaglen,Crois Mhic Lionnáin,,54.077193,-6.607368,town
Newtowncloghoge,,,54.1420572,-6.3566227,hamlet
Royal Hillsborough,Cromghlinn,,54.462813,-6.0830844,village
Newmills,An Muileann Nua,,54.5516861,-6.740477,village
Newtownbutler,an Baile Nua,,54.1824929,-7.3610829,village
Ravernet,Ráth Bhearnáin,,54.4810594,-6.0458286,village
Drumbo,Droim Bó,,54.5161342,-5.957242,village
Banbridge,Droichead na Banna,,54.3514168,-6.2714623,town
Comber,An Comar,,54.5498342,-5.7454313,town
Maghera,Machaire Rátha,,54.2415527,-5.8991809,hamlet
Lisbellaw,Lios Béal Átha,,54.3171222,-7.5373355,village
Chapeltown,,,54.2846738,-5.5869467,hamlet
Donagh,Domhnach,,54.2166519,-7.3909891,village
Milford,,,54.3334328,-6.6820317,village
Bessbrook,,,54.1941791,-6.3965548,village
Cookstown,An Chorr Chríochach,,54.6436734,-6.7416008,town
Ballyvoy,Baile Bhóidh,,55.199788,-6.1860791,village
Dundrum,Dún Droma,,54.2581955,-5.8426084,village
Glenoe,,,54.7991345,-5.8306826,village
Gilford,,,54.3733602,-6.359485,village
Garrison,an Garastún,,54.4150499,-8.0903014,village
Moss-side,Mosside,,55.1549419,-6.4102066,village
Portglenone,Port Chluain Eoghain,,54.8733857,-6.4751493,village
Donaghadee,Domhnach Daoi,Down,54.6425446,-5.5375794,town
Creggan,,,54.0842004,-6.574702,hamlet
Portadown,Port an Dúnáin,,54.4242284,-6.4412133,town
Cullybackey,Coill na Baice,,54.8889956,-6.356308,village
Ballykinler,Baile Coinnleora,,54.2579586,-5.7938075,village
Bellaghy,Baile Eachaidh,,54.8081197,-6.518436,village
Ballynure,Baile an Iúir,,54.7724456,-5.951582,village
Kearney,An Chearnaigh,,54.3885234,-5.4609132,hamlet
Conlig,Con Liag,,54.6294391,-5.6772097,village
Glenavy,Lann Abhaigh,,54.5916242,-6.2131694,village
Markethill,cNoc An Mhargaidh,,54.2968976,-6.5209906,village
Lawrencetown,,,54.3805238,-6.3085755,village
Cushendun,Bun Abhann Duinne,,55.1252468,-6.0423483,village
Hamiltons Bawn,,,54.3416751,-6.5440119,village
The Birches,,,54.4824066,-6.5467995,village
Sydenham,,,54.6040971,-5.8798789,suburb
Lisnarrick,Lios na nDaróg,,54.4769243,-7.6987719,village
Tobermore,An Tobar Mór,Londonderry,54.8119443,-6.7076173,village
Killen,,,54.6734297,-7.6274643,village
Augher,Eochair,,54.4283084,-7.1320426,village
Seskinore,Seisceann Odhar,,54.5174818,-7.2538019,village
Magherafelt,Machaire Fíolta,Londonderry,54.7544757,-6.6078073,town
Cullaville,Baile Mhic Cullach,,54.0621015,-6.6428736,hamlet
Donaghmore,Domhnach Mór,,54.5311658,-6.8128776,village
Toome,Tuaim,,54.7551198,-6.4621064,village
Bangor,Beannchar,Down,54.662595,-5.6679127,city
Ballymartin,Baile Mhic Giolla Mhártain,,54.0808471,-5.9500816,village
Waringsford,,,54.3741365,-6.1078407,village
Arney,An Arna,,54.2915763,-7.6785269,village
Drumaroad,,,54.3239745,-5.8983536,hamlet
Roslea / Rosslea,Ros Liath,,54.2397417,-7.1735134,village
Castlecaulfield,Baile Uí Dhonnghaile,,54.5072551,-6.8353844,village
Clogher,Clochar,,54.4129914,-7.1689489,village
Ardglass,Ard Ghlais,,54.2633035,-5.6098711,village
Waringstown,,,54.4383129,-6.3009935,village
Tamlaght,,,54.8960641,-6.5803507,village
Downpatrick,Dún Pádraig,,54.3279335,-5.71649,town
Tandragee,Tóin re Gaoith,,54.3525124,-6.4123562,village
Whiteabbey,,,54.6722046,-5.9011969,suburb
Limavady,Léim an Mhadaidh,,55.0504857,-6.9505134,town
Dunseverick,Dun Sobhairce,,55.2359734,-6.4385888,hamlet
Dunloy,Dún Lathaí,,55.0111673,-6.4111633,village
Stoneyford,Stoneyford,,54.5672958,-6.1214734,hamlet
Garvagh,Garbhachadh,,54.982536,-6.6877148,village
Saintfield,Tamhnaigh Naomh,,54.4603955,-5.8325813,town
Tempo,an tIompú Deiseal,,54.3793317,-7.4594869,village
Bushmills,Muileann na Buaise,,55.2059909,-6.5234165,village
Hilltown,,,54.1949727,-6.1445434,village
Granville,An Doire Mhín,,54.4880617,-6.8055591,village
Ballywalter,Baile Bháltair,,54.5439048,-5.4867684,village
Monanclogh,,,55.1516921,-6.3005472,hamlet
Springfield,,,54.6000045,-5.9666746,suburb
Gortin,,,54.7175253,-7.2327098,village
Culmore,,,55.0499273,-7.2667022,village
Bryansford,Áth Bhriain,,54.229121,-5.9345276,hamlet
Killylea,,,54.3479274,-6.7758394,village
Pomeroy,Cabhán an Chaorthainn,,54.5940505,-6.9259547,village
Parkgate,Geata na Páirce,,54.720772,-6.1024055,hamlet
Cloughmills,Muileann Na Cloiche,,54.9987555,-6.3309861,village
Randalstown,Baile Raghnaill,,54.7498918,-6.3197638,town
Tamlaght,Tamhlacht,,54.3187164,-7.5776216,village
Drumbeg,An Droim Beag,,54.5327139,-5.9894925,village
Jonesborough,Baile an Chláir,,54.0884404,-6.3709425,village
Kilmore,An Chill Mhór,,54.3858946,-5.7740247,hamlet
Moneyreagh,Monadh Riabhach,,54.5296277,-5.829986,village
Kilcoo,Cill Chua,,54.2314023,-6.0295933,hamlet
Castlederg,,,54.7087956,-7.593125,town
Magheralin,,,54.4672237,-6.2611343,village
Ashfield,,,54.3978165,-6.1983553,hamlet
Castledawson,An Sean Mhullach,,54.7769235,-6.5576806,village
Holywood,Ard Mhic Nasca,Down,54.6404494,-5.8361723,town
Stranocum,,Antrim,55.1093297,-6.4185708,village
Aughnacloy,Achadh na Cloiche,,54.4147918,-6.9762879,village
Clough,An Chloch,,54.9660755,-6.288992,village
Dromore,Droim Mór,,54.5128552,-7.4576175,village
Killyleagh,Cill Ó Laoch,,54.3990651,-5.6505384,town
Beragh,Bearach,,54.5508274,-7.1589712,village
Belcoo,Béal Cú,,54.2966697,-7.8714078,village
Derrylin,Doire Loinn,,54.1950641,-7.5700848,village
Carrickfergus,Carraig Fhearghais,,54.7136165,-5.8073112,town
Larne,Latharna,,54.8508458,-5.8183116,town
Letterbreen,Leitir Bhruín,,54.3097416,-7.7330654,village
Killeter,Coill Íochtair,,54.66825,-7.6835026,village
Dungannon,Dún Geanainn,,54.5039088,-6.7703622,town
Carnmoney,Carmoney,,54.6844549,-5.950541,suburb
Mayobridge,,,54.1815802,-6.2268847,village
Stewartstown,An Chraobh,,54.5768423,-6.6765557,village
Camlough,,,54.1808014,-6.4100356,village
Brookeborough,Achadh Lon,,54.3151816,-7.4066823,village
Newcastle,An Caisleán Nua,,54.2118323,-5.8897216,town
Portaferry,Port an Pheire,,54.3806965,-5.5485491,village
Glenarm,,,54.9685998,-5.952345,village
Annahilt,,,54.4377964,-6.0022416,village
Skegoniell,Skegoneill,,54.6236214,-5.9315555,suburb
Maguiresbridge,Droichead Mhig Uidhir,,54.2949257,-7.4645016,village
Crossgar,An Chrois Ghearr,,54.3971136,-5.7623951,village
Cargan,An Carraigín,,54.9932909,-6.1820461,village
Crumlin,Cromghlinn,,54.6206167,-6.2149351,town
Galgorm,Calgorm,,54.8589723,-6.3210404,village
Ballyhornan,,,54.30175,-5.5539334,hamlet
Clabby,Clabaigh,,54.4014122,-7.36928,village
Derrykeighan,,,55.1415048,-6.4929313,village
Forkhill,Foirceal,,54.0809061,-6.4515676,village
Ballykelly,,,55.044791,-7.0166599,village
Loughgall,Longhgall,,54.4080941,-6.6074725,village
Cloghy,Clochaigh,,54.4283218,-5.4809287,village
Coalisland,Oileán an Ghuail,,54.5394657,-6.7004879,town
Clady,,,54.7935747,-7.5398811,village
Tynan,,,54.3303964,-6.8217677,village
Feeny,Na Fíneadha,,54.8920726,-7.0213171,village
Ballymacarret,,,54.5978097,-5.8974846,suburb
Portrush,Port Rois,,55.2060325,-6.6540486,town
Desertmartin,Díseart Mhártain,,54.7702306,-6.672937,village
Ballymagorry,,,54.8580253,-7.429827,village
Drumahoe,,,54.9786603,-7.2724616,suburb
Templepatrick,Teampall Phádraig,,54.7007241,-6.103504,village
Newtownards,Baile Nua na hArda,Down,54.5933779,-5.6960935,town
Jerrettspass,Bealach Sheint,,54.2368957,-6.3700684,hamlet
Derrygonnelly,Doire Ó gConaíle,,54.417927,-7.8167959,village
Newtownstewart,,,54.7173126,-7.3790232,village
Belleek,Béal Leice,,54.4801935,-8.0922624,village
Knockloughrim,,,54.8123756,-6.6096295,village
Straid,An tSráid,,54.7564129,-5.9242043,village
Killough,,,54.250834,-5.6400181,village
Moneymore,Muine Mór,,54.6915514,-6.6703019,village
Church Hill,,,54.4501958,-7.8288406,hamlet
Ballyclare,Bealach Cláir,,54.7525296,-6.0010911,town
Ballycarry,,,54.7733438,-5.7519973,village
Strangford,,,54.3705992,-5.5561416,village
Sixmilecross,Na Coracha Móra,,54.5572057,-7.1190483,village
Annalong,Áth Na Long,,54.1075749,-5.8972213,village
Portstewart,Port Stíobhaird,,55.1829096,-6.7187008,town
Groomsport,Port An Ghiolla Ghruama,,54.6748519,-5.6180066,village
Ballymena,Baile Meánach,,54.8662966,-6.2760159,town
Swatragh,An Suaitreach,,54.9099235,-6.664046,village
Carnlough,,,54.9929248,-5.9899592,village
Coleraine,Cúil Raithin,,55.1315912,-6.671861,town
Armagh,Ard Mhacha,,54.3481977,-6.6540432,city
Ardstraw,,,54.7326692,-7.4574695,village
Hyde Park,,,54.6724559,-6.0026213,suburb
Killowen,,,54.0757199,-6.1819053,hamlet
Blackwatertown,An Port Mór,,54.4130569,-6.7027065,village
Craigavon,Craigavon,,54.4507201,-6.3921622,town
Jordanstown,,,54.6882276,-5.8975513,suburb
Ballynahinch,Baile Na hInse,,54.4026038,-5.8960151,town
Omagh,An Ómaigh,,54.5992486,-7.3029907,town
Coagh,An Cuach,,54.6478693,-6.6184389,village
Donemana,Dún na Manach,,54.8738902,-7.3126042,village
Dunadry,,,54.6988929,-6.1391607,village
Ballygawley,Baile Uí Dhálaigh,,54.4623431,-7.028868,village
Newtownabbey,Baile na Mainistreach,,54.6778816,-5.9249199,town
Saul,Sabhall,,54.3437601,-5.6740367,hamlet
Glynn,An Gleann,,54.8267821,-5.8109984,village
Douglas Bridge,,,54.7568875,-7.4193116,hamlet
Carrickmore,An Charraig Mhór,,54.5974859,-7.053036,village
Middletown,Coillidh Chanannáin,,54.292796,-6.8442539,village
Charlemont,Achadh an Dá Chora,,54.4414537,-6.6844923,village
Whitehead,An Cionn Bán,,54.7537033,-5.7116235,village
Kells,Na Cealla,,54.8084156,-6.2204439,village
Millisle,,Down,54.60782,-5.5284632,village
Sion Mills,Muileann An tSiáin,,54.7878773,-7.4728557,village
Glen Anne,,,54.2437172,-6.4936933,hamlet
Keady,An Céide,,54.249102,-6.7030739,town
Acton,,,54.3081632,-6.3760869,hamlet
Maghera,Machaire Rátha,,54.8448023,-6.6718648,town
Killinchy,Cill Dhuinsí,,54.4722828,-5.6756451,village
Enniskillen,Inis Ceithlann,,54.3448171,-7.638907,town
Cullyhanna,Coilleach Eanach,,54.1299789,-6.587296,village
Poyntzpass,Pas an Phointe,,54.2939101,-6.3745902,village
Gulladuff,An Ghuala Dhubh,,54.8331756,-6.6023231,village
Warrenpoint,An Pointe,,54.0999923,-6.2512827,town
Plumbridge,Droichead an Phlum,,54.7680613,-7.2489281,village
Ballycastle,Baile an Chaistil,,55.2006882,-6.250282,town
Burren,Boirinn,,54.132919,-6.2594037,village
Dromara,Droim mBearach,,54.379847,-6.0179819,village
Lisnaskea,Lios na Scéithe,,54.2519389,-7.4424577,town
Irvinestown,Baile an Irbhinigh,,54.4720106,-7.6334809,town
Seaforde,,,54.3071475,-5.8414557,hamlet
Bellanaleck,Bealach na Leice,,54.2963537,-7.6405962,village
Dromore,An Droim Mór,,54.4152683,-6.1495064,town
Dunsany,Dún Samhnaí,,53.5438022,-6.618156,hamlet
Rathbeggan,,,53.476839,-6.5029272,village
Daly's Cross,Crosaire Uí Dhálaigh,,52.7095815,-8.4906757,hamlet
Kilmurry,Cill Mhuire,,52.776111,-8.782778,village
Doogary Cross Roads,,,53.2598315,-6.7859575,hamlet
Carragh,Ceárach,,53.2388731,-6.7300271,village
Fahy,,,53.8497027,-9.4902644,village
Carnacon,,,53.7315139,-9.2205623,village
Bóthar Buí,Bóthar Buí,,52.1994931,-10.3562382,village
Ballymadun,,,53.5335069,-6.3963321,hamlet
Ballinea,,,53.5070692,-7.4211789,village
Castledaly,,,53.3771553,-7.7979047,village
Leitreach Ard,Leitreach Ard,Galway,53.3706764,-9.8573938,hamlet
Churchtown,Baile an Teampaill,Dublin,53.2958144,-6.2594859,suburb
Muasdale,,,55.5986102,-5.6853701,village
Knockcarren,,,52.4334526,-8.3492537,hamlet
Ruan,An Ruán,,52.9291574,-8.9902306,village
Quay Village,,,54.1277256,-9.1395919,hamlet
Rineen,An Rinnín,,51.5464285,-9.1772522,hamlet
Old Town,,,52.1049168,-10.5115106,hamlet
Johnstown,Baile Eoin,,53.6357656,-6.6484899,suburb
Blackcastle,An Caisléan Dubh,,53.6632123,-6.6781177,suburb
Lagavooren,,,53.7003389,-6.362496,hamlet
Bryanstown,,,53.6971999,-6.35577,hamlet
Four Roads,Tigh Srathra,,53.5156394,-8.2228883,hamlet
Cahore,Cathóir,,52.566184,-6.2029364,village
Kilconly,Cill Chonla,,53.5741581,-8.9748889,hamlet
Model Village,,Cork,51.9253008,-8.7442691,hamlet
Ballyedmond,,,52.5528948,-6.3406882,village
Merville Garden Village,,,54.6565059,-5.9143076,suburb
Curran,,,54.7958741,-6.6153953,hamlet
Ardarostig,Ard an Róistigh,,51.8733516,-8.5236107,suburb
Maam Cross,An Teach Dóite,,53.4559134,-9.5407842,village
Machrihanish,,,55.423354,-5.7325251,village
Drumlemble,,,55.4146176,-5.6948079,village
Stewarton,,,55.4183755,-5.6414125,village
Sound of Kintyre,,,55.4495086,-5.6927261,village
Kilchenzie,,,55.4622712,-5.681035,village
Tangy,,,55.4874094,-5.6825447,hamlet
Seapoint,,Louth,53.7598638,-6.2489034,hamlet
Halls Cross,,Louth,53.7650035,-6.2700848,hamlet
Dunabrattin,Dún an Bhratain,Waterford,52.1367763,-7.3052332,hamlet
Ardoughan,,,54.1196255,-9.1779821,hamlet
Gurteens,,,54.1179151,-9.1853636,hamlet
Silverbridge,Béal Átha An Airgid,,54.1021348,-6.5275181,hamlet
Oram,Eoroim,,54.1487713,-6.6928467,village
Dublin Hill,Cnoc Bhaile Átha Cliath,,51.9194557,-8.4661123,suburb
Fair Hill,,,51.9165756,-8.4870715,suburb
Churchfield,,,51.9078955,-8.4881392,suburb
Knocknaheeny,Cnoc na hAoine,,51.9065982,-8.5027733,suburb
Hollyhill,Cnoc an Chuilinn,,51.9032254,-8.5114064,suburb
Shandon,An Seandún,,51.9035432,-8.4781471,suburb
Annsborough,,,54.263987,-5.9216427,village
The Temple,An Teampaill,,54.475006,-5.9065661,village
Kiltyclogher,Coillte Clochair,,54.3565387,-8.0376991,village
Kilcloon,Coill Chluana,,53.4232295,-6.5752563,hamlet
Kilclone,Coill Chluana,,53.4330411,-6.5927409,hamlet
The Loup,,,54.6991887,-6.5984101,hamlet
Aylesbury,,South Dublin,53.2754749,-6.363228,hamlet
Lower Coolowen,,,51.9406104,-8.5293399,hamlet
Curraghnalaght,,,51.9447091,-8.5432067,hamlet
Gurteen,,,53.3649719,-8.5856894,hamlet
Tweedmount,,,51.9351389,-8.5289708,hamlet
Courtbrack,,,51.9682921,-8.6446561,hamlet
Old Kilmeadan,,,52.2462153,-7.2418858,hamlet
Carriganore,,,52.2507902,-7.1845445,hamlet
Bearnadearg,,,54.1171217,-9.1699959,hamlet
Little Island,,,52.2487736,-7.0536891,hamlet
Glarryford,,Antrim,54.9529347,-6.3580302,village
Ballyouskill,Baile Ascaille,,52.8436167,-7.3287658,village
Killester,,,53.3712142,-6.2062409,suburb
Curracloe,,,52.3929762,-6.3882,village
Moyglare,,Meath,53.4016797,-6.6056904,hamlet
Drumree,,,53.5075497,-6.5815977,hamlet
Limerick,Luimneach,,52.661252,-8.6301239,city
Kilkenny,Cill Chainnigh,,52.6506255,-7.2514438,city
Ballaghmore,An Bealach Mór,,52.9609053,-7.6946347,hamlet
Davidstown,,,52.4781071,-6.6350045,village
Cut Bush,An Tom Gearrtha,,53.1231579,-6.8309306,village
Marshalstown,,,52.5497525,-6.5973307,village
Rathcoole,,,54.6655465,-5.9228606,suburb
Shankill,,,54.6037425,-5.9464366,suburb
New Lodge,,,54.6101603,-5.9307639,suburb
Andersonstown,Baile Andarsan,,54.5738609,-5.987456,suburb
Poleglass,,,54.5673581,-6.0218513,suburb
Kilwee,,,54.5591157,-6.014163,suburb
Dunmurry,,,54.5516073,-6.0064319,suburb
Lower Falls,,,54.5975135,-5.9468048,suburb
Clonard,,,54.6008448,-5.956847,suburb
Ballymurphy,,,54.5940327,-5.9818666,suburb
Turf Lodge,,,54.5900295,-5.9907072,suburb
Glencairn,,,54.616876,-5.9808796,suburb
Woodvale,,,54.6105885,-5.9617824,suburb
Ardoyne,,,54.6145152,-5.9568899,suburb
Lenadoon,Léana an Dúin,,54.5737389,-6.0125082,suburb
Short Strand,An Trá Ghearr,,54.5977869,-5.9087389,suburb
Duncairn,,,54.6160488,-5.9325311,suburb
Oldpark,,,54.6210469,-5.954714,suburb
Ballysillan,,,54.628488,-5.9651124,suburb
Sandy Row,,,54.5917071,-5.937349,suburb
Cliftonville,,,54.616838,-5.9456317,suburb
Highfield,,,54.6013913,-5.9746415,suburb
Twinbrook,Cill Uaighe,,54.5511906,-6.0230088,suburb
Derriaghy,,,54.5412249,-6.0204511,suburb
Mallusk,Maigh Bhloisce,,54.6754114,-5.9875381,suburb
Glengormley,,,54.6718077,-5.9594082,suburb
Mossley,,,54.6938093,-5.949043,suburb
Emo,Ioma,,53.0968171,-7.208369,village
Caim,,,52.5118379,-6.6782578,village
Peninver,,,55.46672,-5.5464277,village
Saddell,,,55.5320003,-5.5102071,hamlet
Tiger's Bay,,,54.613388,-5.9264842,suburb
Queen's Island,,,54.610626,-5.9031512,suburb
Kilmyshall,,,52.6260916,-6.6514283,village
Templeshanbo,,,52.5794899,-6.6781014,village
Lambeg,,,54.5282081,-6.0294285,suburb
Ballyaughlis,,,54.5190163,-5.9753504,village
Ballyskeagh,,,54.5337501,-6.0052795,village
Tullynacross,,,54.5233553,-6.016901,village
Hilden,,,54.5210987,-6.0260763,suburb
Tonagh,,,54.5095728,-6.0602273,suburb
Knockmore,,,54.5086527,-6.0699101,suburb
Mazetown,An Mhaigh,,54.4973244,-6.1164818,village
Magheralave,,,54.5282417,-6.0413113,suburb
Milltown,,,54.5429324,-6.04041,village
Ballymacash,,,54.5250595,-6.0732482,suburb
Monkstown,,,54.6950514,-5.9168117,suburb
Upper Malone,,,54.5546382,-5.9682915,suburb
Batterjohn,,,53.5214309,-6.650197,hamlet
Edenfinfagh,,,54.7934573,-8.1677165,hamlet
Whitewell,,,54.6576644,-5.9355701,suburb
Mount Vernon,,,54.6320172,-5.9294332,suburb
Fortwilliam,,Northern Ireland,54.6291605,-5.9286779,suburb
Greencastle,,,54.6437105,-5.9219316,suburb
